Type,Purpose,Furnishing,Price,Beds,Baths,Area_sqft,Address
Apartment,Sale,Unfurnished,"AED
600,000",1 bed,1 bath,585 sqft,"Ikarus Building, Dubai Production City (IMPZ), Dubai, UAE"
Villa,Sale,Unfurnished,"AED
16,068,000",5 beds,9 baths,"7,396 sqft","The Acres 3 & Estates, The Acres, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
769,000",1 bed,1 bath,480 sqft,"UNA Apartments, Town Square, Dubai, UAE"
Apartment,Sale,Furnished,"AED
800,000",Studio,1 bath,433 sqft,"NAS 3, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
905,000",1 bed,2 baths,698 sqft,"Forest City Tower, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,050,000",1 bed,2 baths,750 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
698,000",Studio,1 bath,468 sqft,"Forest City Tower, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
815,000",1 bed,2 baths,710 sqft,"Forest City Tower, Majan, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
4,600,000",4 beds,5 baths,"3,354 sqft","Arabella 2, Arabella Townhouses, Mudon, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,122,000",1 bed,2 baths,770 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,390,000",1 bed,1 bath,490 sqft,"Collective 2.0, Dubai Hills Estate, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,185,000",1 bed,2 baths,770 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
12,800,000",5 beds,6 baths,"5,105 sqft","Nad Al Sheba 1, Nad Al Sheba, Dubai, UAE"
Apartment,Sale,Furnished,"AED
2,300,000",3 beds,4 baths,"1,418 sqft","Timez By Danube, Dubai Silicon Oasis (DSO), Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,100,000",2 beds,2 baths,"1,262 sqft","Jade Tower, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
14,490,000",4 beds,6 baths,"3,838 sqft","Canal Front Residences 2, Canal Front Residences, Al Wasl, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,400,000",2 beds,2 baths,"1,262 sqft","Jade Tower, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,490,000",2 beds,2 baths,"1,262 sqft","Jade Tower, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
875,843",1 bed,2 baths,692 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
2,600,000",4 beds,5 baths,"1,451 sqft","Autumn, Seasons Community, JVC District 15, Jumeirah Village Circle (JVC), Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
1,600,000",4 beds,5 baths,"1,208 sqft","Victoria, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Apartment,Sale,Furnished,"AED
710,000",1 bed,2 baths,743 sqft,"Jade Tower, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
910,000",1 bed,2 baths,767 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
853,000",1 bed,2 baths,787 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
770,000",1 bed,2 baths,713 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"AED
900,000",1 bed,2 baths,743 sqft,"Jade Tower, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
970,000",1 bed,2 baths,770 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
823,000",1 bed,2 baths,699 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,950,000",1 bed,2 baths,832 sqft,"Residences 18, The Residences at District One, District One, Mohammed Bin Rashid City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
900,000",1 bed,2 baths,743 sqft,"Jade Tower, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
965,000",1 bed,2 baths,743 sqft,"Jade Tower, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,625,000",1 bed,1 bath,906 sqft,"Burj Views Podium, Burj Views, Downtown Dubai, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,130,000",1 bed,2 baths,806 sqft,"Samana Ibiza, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,513,000",2 beds,2 baths,799 sqft,"Timez By Danube, Dubai Silicon Oasis (DSO), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,064,000",1 bed,2 baths,806 sqft,"Samana Ibiza, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"AED
730,000",Studio,1 bath,460 sqft,"Vincitore Dolce Vita, Arjan, Dubai, UAE"
Villa,Sale,Furnished,"AED
21,398,888",5 beds,8 baths,"10,394 sqft","Ostra Palace Villas, The Oasis by Emaar, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
752,000",Studio,1 bath,585 sqft,"Samana Ibiza, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,880,000",3 beds,3 baths,"1,843 sqft","Forest City Tower, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
840,000",Studio,1 bath,584 sqft,"Samana Ibiza, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,985,000",3 beds,3 baths,"1,843 sqft","Forest City Tower, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,122,000",1 bed,2 baths,770 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,185,000",1 bed,2 baths,770 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
2,090,000",3 beds,3 baths,"1,843 sqft","Forest City Tower, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,050,000",1 bed,2 baths,750 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,225,000",2 beds,2 baths,"1,034 sqft","Forest City Tower, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,290,000",2 beds,2 baths,"1,034 sqft","Forest City Tower, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
905,000",1 bed,2 baths,698 sqft,"Forest City Tower, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
960,000",1 bed,2 baths,807 sqft,"Rigel Apartments, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,983,800",3 beds,3 baths,"1,418 sqft","Sunbliss Residences, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
3,131,221",2 beds,3 baths,"1,659 sqft","Business Bay, Dubai, UAE"
Apartment,Sale,Furnished,"AED
815,000",1 bed,2 baths,710 sqft,"Forest City Tower, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
719,999",1 bed,1 bath,554 sqft,"ELO 2, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Villa,Sale,Furnished,"AED
75,000,000",6 beds,7 baths,"11,126 sqft","Signature Villas Frond I, Signature Villas Palm Jumeirah, Palm Jumeirah, Dubai, UAE"
Apartment,Sale,Furnished,"AED
698,000",Studio,1 bath,468 sqft,"Forest City Tower, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
3,253,888",2 beds,2 baths,"1,455 sqft","Albero by Emaar, Dubai Creek Harbour, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,815,800",2 beds,3 baths,"1,300 sqft","Sunbliss Residences, Al Furjan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
722,000",1 bed,2 baths,686 sqft,"HZ Residences 5, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
4,196,888",3 beds,3 baths,"1,848 sqft","Albero by Emaar, Dubai Creek Harbour, Dubai, UAE"
Apartment,Sale,Furnished,"AED
4,149,888",3 beds,3 baths,"1,848 sqft","Albero by Emaar, Dubai Creek Harbour, Dubai, UAE"
Apartment,Sale,Furnished,"AED
753,000",1 bed,2 baths,677 sqft,"HZ Residences 5, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
5,352,486",3 beds,4 baths,"2,915 sqft","Business Bay, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
16,079,000",5 beds,7 baths,"9,936 sqft","The Acres, Dubai, UAE"
Apartment,Sale,Furnished,"AED
880,000",1 bed,2 baths,741 sqft,"HZ Residences 5, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,490,000",2 beds,3 baths,"1,262 sqft","Jade Tower, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
690,000",1 bed,1 bath,540 sqft,"Evergreens, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Apartment,Sale,Furnished,"AED
3,267,888",2 beds,3 baths,"1,453 sqft","Albero by Emaar, Dubai Creek Harbour, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,400,000",2 beds,3 baths,"1,262 sqft","Jade Tower, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
853,000",1 bed,2 baths,787 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
910,000",1 bed,2 baths,770 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"AED
900,000",1 bed,2 baths,742 sqft,"Jade Tower, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
965,000",1 bed,2 baths,743 sqft,"Jade Tower, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
970,000",1 bed,2 baths,769 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"AED
710,000",1 bed,2 baths,743 sqft,"Jade Tower, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
770,000",1 bed,2 baths,714 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,012,000",2 beds,3 baths,994 sqft,"HZ Residences 5, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,468,144",1 bed,2 baths,699 sqft,"Business Bay, Dubai, UAE"
Apartment,Sale,Furnished,"AED
965,000",2 beds,3 baths,985 sqft,"HZ Residences 5, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,140,129",1 bed,2 baths,746 sqft,"Vega, Dubai Sports City, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
17,434,000",6 beds,9 baths,"10,077 sqft","The Acres, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
6,500,000",6 beds,6 baths,"4,433 sqft","Greenwoods, DAMAC Hills, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
823,000",1 bed,2 baths,701 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,040,000",2 beds,3 baths,985 sqft,"HZ Residences 5, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,150,000",2 beds,3 baths,"1,170 sqft","HZ Residences 5, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,838,998",3 beds,4 baths,"2,328 sqft","Al Marsoumy Building, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
875,843",1 bed,2 baths,694 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"AED
753,000",1 bed,2 baths,677 sqft,"HZ Residences 5, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
880,000",1 bed,2 baths,741 sqft,"HZ Residences 5, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
785,000",1 bed,2 baths,741 sqft,"HZ Residences 5, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
722,000",1 bed,2 baths,686 sqft,"HZ Residences 5, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
750,000",Studio,1 bath,407 sqft,"Azizi Riviera 1, Azizi Riviera, Meydan One, Meydan City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,058,000",1 bed,2 baths,966 sqft,"Royal Regency, Business Bay, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,318,000",1 bed,2 baths,734 sqft,"Lagoon Views 13, Lagoon Views, DAMAC Lagoons, Dubai, UAE"
Villa,Sale,Furnished,"AED
15,556,888",5 beds,8 baths,"8,048 sqft","Ostra Palace Villas, The Oasis by Emaar, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,047,500",1 bed,2 baths,968 sqft,"Royal Regency, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
920,000",1 bed,2 baths,628 sqft,"Albero by ORO24, Liwan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
5,250,000",2 beds,3 baths,"1,551 sqft","Abu Keibal, Shoreline Apartments, Palm Jumeirah, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,122,575",1 bed,1 bath,541 sqft,"Motor City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
2,200,000",2 beds,3 baths,"1,371 sqft","Al Andalus Tower B, Al Andalus, Jumeirah Golf Estates, Dubai, UAE"
Apartment,Sale,Furnished,"AED
12,000,000",3 beds,4 baths,"3,804 sqft","Palazzo Versace, Culture Village (Jaddaf Waterfront), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
3,400,000",3 beds,3 baths,"1,341 sqft","Azizi Wasel, Dubai Islands, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,450,000",2 beds,2 baths,"1,008 sqft","Azizi Wasel, Dubai Islands, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,399,999",1 bed,1 bath,602 sqft,"Azizi Wasel, Dubai Islands, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
920,000",Studio,1 bath,358 sqft,"Azizi Wasel, Dubai Islands, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
700,000",Studio,1 bath,390 sqft,"Binghatti Azure, JVC District 16, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
500,000",Studio,1 bath,442 sqft,"Lincoln Park B, Lincoln Park, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
7,500,000",3 beds,4 baths,"1,738 sqft","Th8, The Crescent, Palm Jumeirah, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
3,530,000",3 beds,4 baths,"2,418 sqft","Greenspoint 2, Emaar South, Dubai South, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
3,500,000",2 beds,3 baths,"1,526 sqft","399 Hills Park B, 399 Hills Park, Dubai Hills Estate, Dubai, UAE"
Villa Compound,Sale,Unfurnished,"AED
5,500,000",4 beds,5 baths,"3,814 sqft","Nad Al Sheba 3, Nad Al Sheba, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,700,000",1 bed,2 baths,"1,118 sqft","SLS Dubai Hotel & Residences, Business Bay, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
1,994,000",4 beds,4 baths,"2,354 sqft","Violet 3, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,900,000",1 bed,1 bath,645 sqft,"UPSIDE, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
715,000",Studio,1 bath,488 sqft,"Tower C, DAMAC Towers by Paramount Hotels and Resorts, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
3,780,000",2 beds,2 baths,"1,304 sqft","Standpoint Tower 1, Standpoint Towers, Downtown Dubai, Dubai, UAE"
Apartment,Sale,Furnished,"AED
905,000",1 bed,2 baths,698 sqft,"Forest City Tower, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
7,800,000",3 beds,4 baths,"2,499 sqft","The Pad, Business Bay, Dubai, UAE"
Apartment,Sale,Furnished,"AED
2,400,000",2 beds,2 baths,947 sqft,"Peninsula One, Peninsula, Business Bay, Dubai, UAE"
Townhouse,Sale,Furnished,"AED
3,000,000",4 beds,5 baths,"1,881 sqft","Amazonia, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Apartment,Sale,Furnished,"AED
550,000",Studio,1 bath,430 sqft,"Viridis Tower B, Viridis Residence and Hotel Apartments, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Apartment,Sale,Furnished,"AED
10,200,000",3 beds,3 baths,"2,131 sqft","DAMAC Bay Tower C, DAMAC Bay by Cavalli, Dubai Harbour, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,175,000",1 bed,1 bath,710 sqft,"FH Residency, JVT District 3, Jumeirah Village Triangle (JVT), Dubai, UAE"
Penthouse,Sale,Furnished,"AED
18,500,000",4 beds,6 baths,"4,099 sqft","FIVE Palm Jumeirah, Palm Jumeirah, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
6,800,000",4 beds,5 baths,"4,294 sqft","The Acres, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,280,000",2 beds,4 baths,"2,017 sqft","Mayas Geneva, JVC District 14, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,900,000",1 bed,2 baths,"1,047 sqft","Bayshore 2, Bayshore at Creek Beach, Dubai Creek Harbour, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
4,500,000",4 beds,6 baths,"2,379 sqft","Al Furjan West, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
5,650,000",2 beds,3 baths,"1,437 sqft","Canal Front Residences 1, Canal Front Residences, Al Wasl, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,000,000",1 bed,2 baths,851 sqft,"Rigel Apartments, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,175,000",1 bed,1 bath,806 sqft,"Sonate Residences, JVT District 3, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Furnished,"AED
660,000",Studio,1 bath,461 sqft,"Forest City Tower, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
698,000",Studio,1 bath,468 sqft,"Forest City Tower, Majan, Dubai, UAE"
Villa,Sale,Furnished,"AED
14,600,888",4 beds,8 baths,"7,301 sqft","Ostra Palace Villas, The Oasis by Emaar, Dubai, UAE"
Villa,Sale,Furnished,"AED
13,840,888",4 beds,7 baths,"7,269 sqft","Ostra Palace Villas, The Oasis by Emaar, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
680,000",Studio,1 bath,475 sqft,"The Central Downtown Tower A, The Central Downtown, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,500,000",1 bed,2 baths,828 sqft,"Capria West, Ghaf Woods, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
770,000",1 bed,2 baths,713 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Villa,Sale,Furnished,"AED
35,000,000",6 beds,7 baths,"6,997 sqft","Sanctuary Falls, Jumeirah Golf Estates, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
970,000",1 bed,2 baths,770 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"AED
11,000,000",3 beds,4 baths,"1,868 sqft","Jumeirah Gate Tower 1, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
434,999",1 bed,2 baths,867 sqft,"X-20, England Cluster, International City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
934,827",1 bed,2 baths,850 sqft,"4Direction Residence 1, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
910,000",1 bed,2 baths,767 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,300,000",2 beds,2 baths,"1,307 sqft","The Autograph, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,499,999",2 beds,2 baths,"1,460 sqft","Binghatti Ruby, JVC District 16, Jumeirah Village Circle (JVC), Dubai, UAE"
Villa,Sale,Unfurnished,"AED
8,200,000",4 beds,4 baths,"4,903 sqft","Legacy, Jumeirah Park, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
875,843",1 bed,2 baths,692 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
853,000",1 bed,2 baths,787 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
3,519,999",2 beds,2 baths,"1,402 sqft","Golf Residences by Fortimo, Dubai Hills Estate, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
10,000,000",4 beds,4 baths,"6,497 sqft","Opal Gardens, District 11, Mohammed Bin Rashid City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
823,000",1 bed,2 baths,699 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
3,565,500",2 beds,3 baths,"1,935 sqft","Crest Grande, Sobha Hartland, Dubai, UAE"
Apartment,Sale,Furnished,"AED
2,100,000",1 bed,2 baths,"1,047 sqft","Jumeirah Garden City, Al Satwa, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,200,000",2 beds,2 baths,942 sqft,"Sobha One Tower D, Sobha One, Sobha Hartland, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,064,000",1 bed,2 baths,806 sqft,"Samana Ibiza, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,750,000",2 beds,3 baths,"1,660 sqft","Trident Grand Residence, Dubai Marina, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
3,183,971",2 beds,3 baths,"2,212 sqft","Cubix Residences, JVC District 12, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,130,000",1 bed,2 baths,806 sqft,"Samana Ibiza, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,370,000",Studio,1 bath,496 sqft,"Claren Tower 1, Claren Towers, Downtown Dubai, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
3,000,000",1 bed,2 baths,935 sqft,"Miska 2, Miska, Old Town, Downtown Dubai, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
925,000",1 bed,2 baths,"1,329 sqft","Arezzo 1, Arezzo, Tuscan Residence, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
950,000",1 bed,2 baths,785 sqft,"East 40, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,190,000",1 bed,2 baths,808 sqft,"Samana Ibiza, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,300,000",1 bed,1 bath,758 sqft,"Marriott Residences (West Five), Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
10,524,000",4 beds,5 baths,"3,325 sqft","Six Senses Residences Dubai Marina, Dubai Marina, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,500,000",Studio,1 bath,460 sqft,"Rove Home Dubai Marina, Dubai Marina, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,603,777",1 bed,2 baths,908 sqft,"Onda by Kasco, Business Bay, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
8,500,000",4 beds,4 baths,"5,950 sqft","Ghadeer 2, Ghadeer, The Lakes, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
9,200,000",3 beds,4 baths,"3,102 sqft","Sidra 2, Sidra Villas, Dubai Hills Estate, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
840,000",Studio,1 bath,584 sqft,"Samana Ibiza, Dubai Land Residence Complex, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
5,300,000",3 beds,4 baths,"3,401 sqft","Bay Villas, Dubai Islands, Dubai, UAE"
Apartment,Sale,Furnished,"AED
560,000",Studio,1 bath,355 sqft,"DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
4,700,000",4 beds,5 baths,"3,386 sqft","Park Residences 1, DAMAC Hills, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
434,000",1 bed,2 baths,871 sqft,"X-20, England Cluster, International City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
830,000",Studio,1 bath,495 sqft,"The Autograph, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,160,000",2 beds,2 baths,820 sqft,"The Crest Tower B, The Crest, Sobha Hartland, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
799,000",Studio,1 bath,584 sqft,"Samana Ibiza, Dubai Land Residence Complex, Dubai, UAE"
Villa,Sale,Furnished,"AED
12,200,000",4 beds,4 baths,"5,425 sqft","Sobha Reserve, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,800,000",1 bed,2 baths,781 sqft,"Creek Vistas Grande, Sobha Hartland, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
752,000",Studio,1 bath,585 sqft,"Samana Ibiza, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,900,000",2 beds,2 baths,"1,364 sqft","Tanaro, The Views, Dubai, UAE"
